"estimateUncomParameter", 0.05
932.767644
962.342697
939.939513
943.400000
1025.377392
914.773964
969.631854
953.753945
934.123713
986.600018
971.600000
977.800000
948.800000
936.680150
974.539354
1006.906164
939.900000
948.647395
1006.289546
973.706473
926.500000
996.800000
995.800000
952.544403
1073.000000
1005.381905
983.743331
1001.655982
895.456005
1055.700000
932.800334
1036.478244
985.400000
1024.453920
1034.750936
949.364153
934.540510
936.250328
997.500000
961.643191
972.133677
995.560655
953.136150
1006.500000
1011.224143
981.258286
870.200000
1010.300000
968.034238
989.842522
990.396770
1051.217696
945.714855
892.500000
1014.992937
1031.665443
1032.581284
971.824266
970.622508
945.000000
961.967443
952.945662
1022.193668
988.710640
993.221635
999.891357
969.868737
993.400000
991.708041
897.550328
995.222027
936.104147
991.428422
978.065662
893.639483
985.196329
919.596098
920.458394
1003.835693
1011.270260
967.454222
1043.792596
960.500010
932.342697
1018.730485
997.065380
987.181835
977.700057
940.562976
1012.723136
954.600000
948.660979
1012.445580
1010.300743
959.132308
929.844231
901.400918
983.005513
919.840878
951.800000
